title,area,detailplace,square,position,roomtype,price
title,area,detailplace,square,position,roomtype,price
整租·万科海上明月 3室2厅 西,南沙,黄阁,75.0,西,3室2厅2卫,1700
整租·景南苑 3室1厅 南,黄埔,大沙地,110.0,南,3室1厅2卫,4800
合租·育兰小区 5居室 东卧,天河,天河南,20.0,东,5室1厅1卫,2300
整租·逸涛半岛 1室1厅 南,南沙,进港大道,38.0,南,1室1厅1卫,899
整租·恒宝华庭 2室2厅 西南,荔湾,西关,70.0,西,2室2厅1卫,4600
整租·江源半岛花园 3室2厅 南,天河,金融城,128.0,南,3室2厅1卫,6500
整租·淘金路 3室1厅 东南,越秀,淘金,90.0,东,3室1厅1卫,4500
整租·博雅御轩 1室1厅 北,天河,珠江新城中,74.0,北,1室1厅1卫,6000
合租·体育西路 2居室 东南卧,天河,天河南,30.0,东,2室1厅1卫,2980
整租·恒大山水城 3室2厅 西南,增城,中新镇,96.0,西,3室2厅1卫,2300
整租·万科城市之光A区 3室2厅 东南,黄埔,文冲,96.0,东,3室2厅2卫,5500
整租·碧桂园豪园林湖苑 3室2厅 东北,增城,增城碧桂园,117.05,东,3室2厅2卫,1000
整租·富力公园28 1室0厅 南,天河,珠江新城东,12.5,南,1室0厅0卫,1200
整租·铂林国际公寓 1室0厅 西,天河,珠江新城西,33.0,西,1室0厅1卫,3100
整租·红棉苑北区 5室1厅 东南,荔湾,芳村,260.0,东,5室1厅5卫,10000
整租·中交汇通中心 1室1厅 南,南沙,明珠湾,48.0,南,1室1厅1卫,2100
整租·美的江上沄启 4室2厅 南,南沙,明珠湾,118.0,南,4室2厅2卫,2500
整租·保利堂悦 3室1厅 南,荔湾,广钢新城,85.0,南,3室1厅1卫,6300
整租·凤安花园 3室1厅 东南,海珠,工业大道北,80.0,东,3室1厅1卫,4500
整租·同福中路 2室1厅 东,海珠,同福,68.0,东,2室1厅1卫,2800
整租·富力天朗明居 1室0厅 东南/南,天河,棠下,12.0,东,1室0厅0卫,900
整租·荔福路 2室2厅 东南,海珠,工业大道北,88.0,东,2室2厅1卫,3700
整租·金碧御水山庄 5室2厅 复式 东/西,花都,狮岭镇,339.0,东,5室2厅4卫,1800
整租·康乐园 3室2厅 东南,番禺,市桥,86.0,东,3室2厅1卫,2500
整租·汇景新城中央庭院 1室0厅 东,天河,汇景新城,12.0,东,1室0厅0卫,1100
整租·南沙金湾 3室1厅 南,南沙,进港大道,85.0,南,3室1厅1卫,2100
合租·碧桂园朝花 3居室 南/西南卧,荔湾,鹤洞,30.0,南,3室1厅3卫,1500
整租·海丝知识中心 3室1厅 东南,黄埔,知识城,83.0,东,3室1厅2卫,3000
整租·龙苑大厦 1室1厅 东北,天河,龙口西,40.0,东,1室1厅1卫,4300
整租·中盈一海里 3室2厅 南/北,南沙,明珠湾,99.83,南,3室2厅2卫,1890
整租·奥园养生广场 1室0厅 南,番禺,桥南,12.0,南,1室0厅0卫,400
整租·南洲花苑AB区 2室2厅 东南,海珠,南洲,62.0,东,2室2厅1卫,3200
整租·华德信创 1室1厅 东,黄埔,科学城,33.0,东,1室1厅1卫,1850
整租·恒大悦府 3室2厅 南,花都,花城街,87.0,南,3室2厅2卫,3000
整租·实地蔷薇国际 3室2厅 东南,增城,荔城西区,94.0,东,3室2厅2卫,1500
整租·兰园·凤翎台 4室2厅 南,花都,镜湖大道,117.0,南,4室2厅2卫,4000
整租·合景花漫里 3室2厅 北,增城,永宁,86.0,北,3室2厅1卫,2200
整租·南沙万达广场 1室1厅 南,南沙,金洲,46.93,南,1室1厅1卫,1292
整租·奥园养生广场 1室0厅 南,番禺,桥南,26.0,南,1室0厅0卫,500
整租·鸿燕居 1室0厅 南,天河,燕塘,11.0,南,1室0厅0卫,750
整租·富颐华庭R区 4室2厅 南,黄埔,大沙地,138.0,南,4室2厅2卫,7000
整租·小新塘大未来 3室1厅 南,天河,智慧城,100.0,南,3室1厅1卫,4000
整租·绿地越秀海玥 2室1厅 南,海珠,工业大道中,50.0,南,2室1厅1卫,3000
合租·美林海岸 1居室 南卧,天河,员村,109.0,南,1室0厅1卫,1000
整租·东海花园 3室2厅 东南,番禺,厦滘,94.0,东,3室2厅2卫,4300
整租·东方广场 1室0厅 南,越秀,环市东,40.0,南,1室0厅1卫,3800
整租·奥园广场 1室1厅 南,番禺,桥南,66.0,南,1室1厅1卫,2200
整租·革新路 1室0厅 南,海珠,工业大道北,35.0,南,1室0厅1卫,1850
合租·天河直街武警宿舍 4居室 南卧,天河,体育中心,30.0,南,4室1厅1卫,2000
整租·越秀中国铁建南投海语天悦湾 4室2厅 南,南沙,明珠湾,142.0,南,4室2厅2卫,2600
整租·合生湖山国际7期珑境 3室2厅 南,增城,凤凰城,118.0,南,3室2厅2卫,3200
整租·建设大马路 3室1厅 南/北,越秀,建设路,70.0,南,3室1厅1卫,3800
整租·力迅·西关雅筑 1室0厅 北,荔湾,西华路,12.0,北,1室0厅0卫,1500
整租·上元岗大占角六巷 2室1厅 东北,天河,天河客运站,50.0,东,2室1厅1卫,2100
整租·万科白鹭郡 5室3厅 东南,南沙,黄阁,80.0,东,5室3厅2卫,8500
整租·三宝墟教职工新村 3室2厅 南/北,天河,长兴,113.0,南,3室2厅2卫,4200
整租·东方新世界 2室2厅 西,天河,天河公园,86.87,西,2室2厅1卫,5600
合租·七星岗1号大院 5居室 东南卧,海珠,赤岗,20.0,东,5室0厅2卫,1250
整租·邮通小区 2室2厅 南,天河,华景新城,60.0,南,2室2厅1卫,3800
title,area,detailplace,square,position,roomtype,price
整租·合生湖山国际6期峰上 3室2厅 南,增城,凤凰城,122.0,南,3室2厅2卫,2600
整租·北京路 3室1厅 东,越秀,北京路,54.0,东,3室1厅1卫,3600
整租·华筑翡翠湾 4室2厅 南,番禺,大石,138.0,南,4室2厅2卫,6000
整租·中山六路 2室1厅 东,越秀,西门口,42.0,东,2室1厅1卫,2500
整租·时代印记 3室1厅 南,黄埔,知识城,136.0,南,3室1厅2卫,2200
整租·风神花园 3室2厅 南,花都,铁路西,92.14,南,3室2厅1卫,1900
整租·信业悦都荟 2室2厅 南,番禺,市桥北,47.0,南,2室2厅1卫,2600
整租·溪悦西花园 3室1厅 南,花都,花东镇,85.0,南,3室1厅2卫,2000
整租·信业悦都荟 1室1厅 南,番禺,市桥北,49.0,南,1室1厅1卫,1900
整租·番禺万达广场 4室1厅 西南,番禺,万博,536.8,西,4室1厅0卫,37100
整租·岭南新世界 1室0厅 南,白云,嘉禾望岗,12.0,南,1室0厅0卫,1000
整租·万方园 1室0厅 南,白云,机场路,37.0,南,1室0厅0卫,2300
整租·保利大都汇 3室2厅 南,番禺,汉溪长隆,63.0,南,3室2厅2卫,5500
整租·金口岸大厦 3室2厅 东,番禺,市桥,138.8,东,3室2厅2卫,3500
整租·珠江帝景苑 4室1厅 西,海珠,广州塔,133.0,西,4室1厅2卫,9000
整租·天晟明苑 1室0厅 东,天河,石牌,22.0,东,1室0厅1卫,2200
整租·石宦路 2室1厅 南,天河,东圃,48.0,南,2室1厅1卫,2680
整租·共和路 2室1厅 东南,越秀,杨箕,52.0,东,2室1厅1卫,4800
整租·万科兰乔圣菲 3室2厅 北,花都,狮岭镇,115.0,北,3室2厅2卫,2500
整租·招商城市主场 1室1厅 东,番禺,万博,50.0,东,1室1厅1卫,3600
整租·东沙路 1室0厅 南,番禺,市桥,28.0,南,1室0厅1卫,950
整租·磨碟沙花苑 1室1厅 北,海珠,琶洲西,53.0,北,1室1厅1卫,4300
整租·阳光城悦然府 3室2厅 南/北,南沙,进港大道,96.77,南,3室2厅2卫,2700
整租·尚塬颐都汇 2室1厅 东南,天河,沙河,60.0,东,2室1厅1卫,4380
整租·东华东路 3室1厅 西,越秀,东川路,95.0,西,3室1厅2卫,6500
整租·紫荆小区 3室1厅 东南,天河,林和,74.0,东,3室1厅1卫,4600
整租·北较场路 1室0厅 东,越秀,小北,30.0,东,1室0厅1卫,1700
整租·南沙保利南怡湾 4室2厅 南/北,南沙,黄阁,127.0,南,4室2厅2卫,2280
整租·碧桂园天玺湾 3室2厅 西北,南沙,进港大道,103.0,西,3室2厅2卫,1800
整租·中旅名门府 3室2厅 南,花都,镜湖大道,88.0,南,3室2厅2卫,3000
整租·淘金家园峯璟 2室1厅 北,越秀,淘金,80.0,北,2室1厅1卫,5800
整租·小新塘大未来 2室1厅 南,天河,智慧城,65.0,南,2室1厅1卫,3500
整租·广州设计之都 1室1厅 南,白云,黄边,35.0,南,1室1厅1卫,2480
整租·朝天路 2室2厅 南,越秀,西门口,97.0,南,2室2厅1卫,4300
整租·华贵路 2室1厅 南,荔湾,龙津,68.0,南,2室1厅1卫,3000
整租·赤岗一街大院赤岗一街 2室1厅 南,海珠,赤岗,48.9,南,2室1厅1卫,2700
整租·叠溪花园 3室2厅 东,增城,朱村,83.0,东,3室2厅1卫,1100
整租·富力悦禧花园 3室2厅 南/北,黄埔,开发东区,99.0,南,3室2厅2卫,2800
整租·万科海上明月 4室2厅 南,南沙,黄阁,82.0,南,4室2厅2卫,1753
整租·白云路 2室1厅 东,越秀,东川路,60.0,东,2室1厅1卫,3200
整租·奥园中新城市天地 3室2厅 东南/南,增城,中新镇,87.0,东,3室2厅2卫,2500
合租·育蕾小区 4居室 西南卧,天河,天河南,20.0,西,4室0厅1卫,2000
整租·保利天悦花园 3室2厅 南/北,海珠,琶洲东,142.0,南,3室2厅2卫,16000
整租·时代印记 4室2厅 南,黄埔,知识城,136.0,南,4室2厅2卫,2400
整租·美的江上沄启 4室2厅 东北,南沙,明珠湾,119.0,东,4室2厅2卫,2000
整租·黄埔中央城 4室2厅 南,黄埔,香雪,125.0,南,4室2厅2卫,2000
整租·中海花湾壹号B区 2室2厅 南,荔湾,广钢新城,60.0,南,2室2厅2卫,4000
整租·金信大厦 1室0厅 东/西,荔湾,西华路,65.0,东,1室0厅1卫,4200
整租·南浦时代 1室1厅 东南,番禺,南浦,33.0,东,1室1厅1卫,2300
整租·碧桂园假日半岛映翠苑 5室2厅 复式 南,花都,山前大道,242.79,南,5室2厅4卫,4200
整租·名门国际 1室1厅 北,花都,新区,110.0,北,1室1厅1卫,1950
整租·惠福西路 2室1厅 东南,越秀,西门口,55.0,东,2室1厅1卫,2100
整租·税务综合楼 2室1厅 北,番禺,大石,70.0,北,2室1厅1卫,2100
整租·御景壹号C区 1室0厅 东南,荔湾,黄沙,12.0,东,1室0厅0卫,1200
整租·邮电新村青龙坊 1室1厅 南,越秀,建设路,25.0,南,1室1厅1卫,3900
整租·琶洲新村公寓 1室1厅 北,海珠,琶洲东,64.0,北,1室1厅1卫,5500
整租·碧桂园朝花 1室1厅 东,荔湾,鹤洞,22.0,东,1室1厅1卫,1850
整租·丽江花园如英居 3室2厅 西南,番禺,南浦,97.0,西,3室2厅1卫,5500
整租·中铁盛德国际 3室2厅 东南,天河,石牌,145.55,东,3室2厅2卫,8000
整租·天俊阁 2室1厅 南,天河,体育中心,118.66,南,2室1厅1卫,10000
整租·龙湖首开云峰原著 4室2厅 南,黄埔,香雪,115.0,南,4室2厅3卫,3600
整租·翠湖山庄 1室1厅 西,天河,天河公园,63.0,西,1室1厅1卫,3500
整租·碧桂园凤凰城凤仪苑 5室2厅 复式 南,增城,凤凰城,159.0,南,5室2厅2卫,2300
整租·西门口广场 3室2厅 西南,荔湾,西华路,133.0,西,3室2厅2卫,8200
整租·越秀江海潮鸣 3室2厅 西南,南沙,明珠湾,99.0,西,3室2厅2卫,1800
合租·佳兆业城市广场 2居室 北卧,黄埔,南岗,30.0,北,2室0厅2卫,1350
整租·阳光城丽景湾·星悦 3室2厅 南,南沙,进港大道,86.0,南,3室2厅1卫,2400
整租·广州足球公园 1室1厅 北,番禺,钟村,51.0,北,1室1厅1卫,3200
整租·名城御景绿洲 4室2厅 南,从化,江埔街,140.0,南,4室2厅2卫,2700
整租·珠江帝景苑 3室2厅 南,海珠,广州塔,150.0,南,3室2厅2卫,14600
整租·合汇·中央广场 2室2厅 北,增城,荔城中区,80.8,北,2室2厅0卫,2500
整租·万科尚城御府 3室2厅 南,黄埔,南岗,80.0,南,3室2厅2卫,3300
整租·新达城广场 1室1厅 东南,越秀,水荫,39.0,东,1室1厅1卫,3600
整租·天河桃苑 3室1厅 南/北,天河,东圃,89.0,南,3室1厅1卫,3500
整租·碧桂园星悦台 1室1厅 南/北,黄埔,黄埔永和,32.0,南,1室1厅1卫,1100
整租·奥园国际中心 1室1厅 南,番禺,万博,72.0,南,1室1厅1卫,4000
整租·晓港湾 1室1厅 东/东南,海珠,东晓南,33.57,东,1室1厅1卫,2600
整租·银建小区 1室1厅 东南,荔湾,周门,52.0,东,1室1厅1卫,2500
整租·敏捷御峰国际 1室1厅 南,番禺,会江,52.0,南,1室1厅1卫,2070
整租·天河智荟 1室1厅 南,天河,广氮,30.0,南,1室1厅1卫,1900
整租·接龙里小区 2室1厅 南,荔湾,芳村,50.0,南,2室1厅1卫,2600
整租·中冶·逸璟台 4室2厅 复式 东南,黄埔,科学城,168.0,东,4室2厅3卫,9000
整租·沙园 2室1厅 南,海珠,沙园,55.0,南,2室1厅1卫,5000
整租·城丰路 3室2厅 南,增城,荔城富鹏,83.0,南,3室2厅1卫,900
整租·时代长岛 1室0厅 东,南沙,进港大道,12.61,东,1室0厅0卫,200
整租·广州敏捷绿湖首府 3室2厅 南,增城,石滩镇,103.0,南,3室2厅2卫,1500
整租·大德路 1室0厅 东,越秀,解放南,35.0,东,1室0厅1卫,2000
整租·大德路 1室0厅 东,越秀,解放南,25.0,东,1室0厅1卫,2200
整租·景业壹方天地 3室2厅 北,增城,石滩镇,77.0,北,3室2厅1卫,800
整租·佳润云凯雅寓 1室1厅 东/北,白云,同和,41.0,东,1室1厅1卫,2600
合租·辉煌大厦 4居室 北卧,越秀,东川路,25.0,北,4室4厅4卫,2800
整租·同和路 3室1厅 南,白云,同和,85.0,南,3室1厅1卫,2500
整租·站前横路 3室1厅 南,荔湾,流花站前,80.0,南,3室1厅1卫,3700
整租·东川路 2室1厅 北,越秀,东川路,45.0,北,2室1厅1卫,3000
整租·富力桃园 1室0厅 南,白云,罗冲围,12.0,南,1室0厅0卫,1170
整租·福景居 2室1厅 南,海珠,赤岗,60.0,南,2室1厅1卫,2998
整租·南沙万达广场 1室1厅 南,南沙,金洲,39.0,南,1室1厅1卫,1400
整租·星汇云锦 1室0厅 南,天河,珠江新城西,12.0,南,1室0厅0卫,1100
整租·碧桂园天玺湾 2室2厅 南,南沙,进港大道,69.0,南,2室2厅1卫,1600
整租·东风西路 2室1厅 南/北,越秀,东风西,60.0,南,2室1厅1卫,2800
整租·时代新世界 3室1厅 南,天河,林和,121.0,南,3室1厅1卫,4400
整租·云星钱隆天誉 3室2厅 东南,从化,太平镇,123.0,东,3室2厅2卫,3200
整租·纵横花园 1室1厅 南,天河,东圃,44.93,南,1室1厅1卫,2900
整租·保利中航城二期 3室1厅 复式 西南,增城,朱村,96.0,西,3室1厅2卫,2000
整租·环市东路468号大院 3室2厅 南/北,越秀,环市东,116.0,南,3室2厅2卫,6500
合租·龙口小区 5居室 南/北卧,天河,龙口西,20.0,南,5室0厅5卫,1400
整租·保利南沙天汇 3室2厅 南,南沙,黄阁,93.0,南,3室2厅2卫,1700
整租·西湾路 2室1厅 东南,荔湾,西村,61.0,东,2室1厅1卫,3200
整租·高德公馆 1室1厅 东,天河,珠江新城中,54.0,东,1室1厅1卫,6300
整租·嘉禧天和 1室1厅 东,天河,黄村,30.0,东,1室1厅1卫,2500
整租·汇景新城龙熹山 5室2厅 东南,天河,汇景新城,405.0,东,5室2厅4卫,34800
整租·涌边一马路 1室1厅 东南,荔湾,黄沙,28.0,东,1室1厅1卫,1300
整租·金碧华府 3室2厅 东,天河,珠江新城东,126.0,东,3室2厅2卫,19800
整租·广州足球公园 3室1厅 西,番禺,钟村,47.0,西,3室1厅1卫,2500
title,area,detailplace,square,position,roomtype,price
整租·新世界逸彩庭园 2室1厅 东南,荔湾,滘口,64.0,东,2室1厅1卫,3500
整租·自在城市花园一二期 3室2厅 南,番禺,汉溪长隆,91.0,南,3室2厅1卫,3300
整租·东方文德森岛湖 3室2厅 南,花都,花城街,99.0,南,3室2厅2卫,2380
整租·敏捷科创中心 3室1厅 南,白云,太和,114.0,南,3室1厅1卫,5500
整租·天平架公交宿舍 2室1厅 南,天河,沙河,43.89,南,2室1厅1卫,2300
整租·顺德碧桂园芷兰湾 3室2厅 北,番禺,顺德碧桂园,94.0,北,3室2厅2卫,2500
整租·南沙云山诗意 3室1厅 北,南沙,金洲,114.0,北,3室1厅2卫,2500
整租·华标荔苑 2室2厅 南,从化,太平镇,71.0,南,2室2厅1卫,1600
整租·岭南湾畔 3室2厅 东/东南,荔湾,西村,100.0,东,3室2厅1卫,6000
整租·时代维港 1室1厅 北,南沙,进港大道,58.0,北,1室1厅1卫,1000
整租·亚运城媒体村(南区) 2室1厅 北/东北,番禺,亚运城,77.26,北,2室1厅1卫,2700
整租·碧桂园天玺湾 3室2厅 北,南沙,进港大道,98.0,北,3室2厅2卫,2000
整租·中怡城市花园 2室1厅 西南,天河,林和,70.0,西,2室1厅1卫,6000
整租·雅居乐锦城花漾集 2室1厅 北,花都,秀全街,66.0,北,2室1厅1卫,2000
整租·金利大厦 3室2厅 南,番禺,市桥,123.0,南,3室2厅2卫,2900
整租·金地香山湖香榭院 3室2厅 南,增城,永宁,100.0,南,3室2厅2卫,1600
整租·天立俊园 3室2厅 东北,海珠,滨江东,131.0,东,3室2厅2卫,6800
整租·敏捷华美国际 1室1厅 南,番禺,大石,50.0,南,1室1厅1卫,2465
整租·富力泉天下 2室2厅 东南,从化,温泉镇,83.0,东,2室2厅1卫,1500
整租·成业小区 3室2厅 南/北,花都,旧区,122.0,南,3室2厅1卫,1300
整租·大华东郡府 4室2厅 南,增城,朱村,98.0,南,4室2厅2卫,1500
整租·沙和路 1室1厅 南/北,天河,沙河,30.0,南,1室1厅0卫,1650
整租·多宝华厦 9室1厅 东/东南/南/西北,荔湾,西关,1200.0,东,9室1厅9卫,180000
整租·广州碧桂园美苑 3室2厅 南,番禺,南浦,107.0,南,3室2厅2卫,3700
整租·越秀东坡 3室2厅 南,南沙,进港大道,93.0,南,3室2厅2卫,2500
整租·中交汇通中心 2室1厅 北,南沙,明珠湾,48.0,北,2室1厅1卫,2000
整租·中交汇通中心 2室1厅 北,南沙,明珠湾,48.0,北,2室1厅1卫,2000
整租·越秀明珠天悦江湾 3室2厅 东,南沙,明珠湾,90.0,东,3室2厅2卫,2400
整租·荔富湖畔 2室1厅 南,增城,朱村,77.0,南,2室1厅1卫,1600
整租·富力半岛 1室0厅 西南,白云,罗冲围,14.0,西,1室0厅0卫,900
整租·百事佳花园 5室2厅 西南,番禺,南浦,112.0,西,5室2厅2卫,7500
整租·中交蓝色海湾 4室2厅 东南/西北,南沙,南沙港,177.0,东,4室2厅3卫,7000
整租·广州敏捷绿湖首府 3室2厅 南,增城,石滩镇,121.0,南,3室2厅2卫,1500
整租·敏捷尚品国际 4室2厅 北,南沙,进港大道,80.88,北,4室2厅1卫,4300
整租·广州敏捷绿湖首府 3室2厅 北,增城,石滩镇,95.0,北,3室2厅1卫,1500
整租·灵山岛金茂湾二期 4室2厅 南/北,南沙,明珠湾,170.0,南,4室2厅2卫,5500
整租·珠实大院 3室2厅 南/北,越秀,建设路,123.0,南,3室2厅1卫,4700
整租·碧桂园凤凰城凤馨苑 1室0厅 南,增城,凤凰城,12.0,南,1室0厅0卫,300
整租·万科东荟城 1室0厅 南,黄埔,香雪,12.0,南,1室0厅0卫,500
整租·逸泉韵翠花园 3室2厅 东南,花都,北兴镇,110.0,东,3室2厅2卫,2000
整租·荔富湖畔 5室2厅 北,增城,朱村,99.0,北,5室2厅2卫,2000
整租·合生骏景广场 2室2厅 南,天河,棠下,107.0,南,2室2厅2卫,8000
整租·汇景新城上城勋堡 3室2厅 北,天河,汇景新城,160.12,北,3室2厅1卫,11000
整租·星河山海湾 4室2厅 西南/东北,南沙,南沙港,123.0,西,4室2厅2卫,3500
合租·富和花园 4居室 东南卧,白云,同和,25.0,东,4室1厅1卫,1500
整租·珠江花园 3室2厅 南/西南,番禺,厦滘,101.0,南,3室2厅2卫,4500
整租·宜安小区 2室1厅 东北,越秀,建设路,57.19,东,2室1厅2卫,4500
整租·番禺万达广场 1室1厅 北,番禺,万博,50.0,北,1室1厅1卫,2800
整租·茅岗新村 3室1厅 南,黄埔,大沙地,95.0,南,3室1厅1卫,2600
整租·莲港花园 3室2厅 南,番禺,石楼,84.0,南,3室2厅1卫,1600
整租·东方夏湾拿 3室2厅 南,从化,太平镇,148.0,南,3室2厅2卫,1880
整租·泓景花园 0室0厅 南,海珠,赤岗,12.0,南,,1150
整租·黄花新村 2室1厅 东南,越秀,淘金,65.0,东,2室1厅1卫,4500
整租·香江国际金融中心 2室2厅 南/北,南沙,金洲,39.6,南,2室2厅1卫,1600
整租·力诚凯怡湾 1室1厅 西,增城,新塘南,39.21,西,1室1厅1卫,1100
整租·方圆滨江壹号 3室2厅 西,海珠,客村,86.0,西,3室2厅1卫,7800
整租·富力天海湾 3室2厅 东南,南沙,明珠湾,96.0,东,3室2厅1卫,2300
整租·方圆滨江壹号 2室2厅 东/北,海珠,客村,80.0,东,2室2厅1卫,7800
整租·珠江国际城 3室2厅 北,从化,神岗镇,88.0,北,3室2厅1卫,1300
整租·中海花湾壹号B区 1室1厅 南,荔湾,广钢新城,48.0,南,1室1厅1卫,3300
整租·电视台大院 2室1厅 南,越秀,淘金,70.0,南,2室1厅1卫,4200
整租·实地常春藤 3室1厅 南,黄埔,黄埔永和,86.0,南,3室1厅1卫,2300
整租·金地香山湖香景花园 3室2厅 南,增城,永宁,99.77,南,3室2厅2卫,1280
整租·新中路 3室2厅 南,花都,旧区,87.0,南,3室2厅1卫,1400
整租·合景誉山国际三区 4室2厅 南/北,增城,永宁,170.0,南,4室2厅3卫,3600
整租·敏捷华美国际 2室1厅 南,番禺,大石,54.36,南,2室1厅1卫,3800
整租·中达广场 1室1厅 南,天河,珠江新城中,63.5,南,1室1厅1卫,6500
合租·侨兴苑 4居室 南卧,天河,石牌,25.0,南,4室1厅1卫,2200
整租·金龙城财富广场 4室2厅 南,番禺,亚运大道中,70.0,南,4室2厅2卫,3000
整租·花都银丰大厦 1室1厅 西,花都,旧区,50.0,西,1室1厅1卫,1200
整租·中铁诺德·阅泷 4室2厅 东/东南/南,白云,江高镇,105.0,东,4室2厅2卫,3600
整租·昌乐园 1室1厅 南/北,天河,员村,50.0,南,1室1厅1卫,3200
整租·广州融创文旅城商务公寓 1室0厅 西南,花都,花城街,46.0,西,1室0厅1卫,1700
整租·昌岗东路 1室1厅 东南,海珠,昌岗,45.0,东,1室1厅1卫,2350
整租·万科山景城 3室2厅 东南,黄埔,长岭居,92.0,东,3室2厅2卫,3400
整租·保利翡翠山 2室2厅 LOFT 东,花都,旧区,48.0,东,2室2厅1卫,2000
合租·越秀国际总部广场 2居室 南卧,南沙,金洲,30.0,南,2室2厅2卫,1300
整租·碧桂园联合广场 1室1厅 南,花都,狮岭镇,56.0,南,1室1厅1卫,1350
整租·坚真花园 4室1厅 南,海珠,赤岗,142.41,南,4室1厅2卫,6300
整租·尚东阳光 3室2厅 南,增城,沙村,108.0,南,3室2厅2卫,2500
整租·万科欧泊 1室0厅 南,番禺,万博,12.0,南,1室0厅0卫,600
整租·万科金色城品 2室1厅 东北,番禺,沙湾,70.0,东,2室1厅1卫,2500
整租·环市中路 1室0厅 南,越秀,小北,25.0,南,1室0厅1卫,2300
整租·利都大厦 1室1厅 北,白云,新市,30.0,北,1室1厅1卫,1400
整租·清河东路 3室1厅 东,番禺,番禺广场,105.0,东,3室1厅1卫,3000
整租·广州渔人码头SOHO54公寓 1室1厅 南,番禺,洛溪,37.0,南,1室1厅1卫,1500
整租·碧桂园豪进广场 2室2厅 南,增城,白江,81.0,南,2室2厅1卫,2600
整租·海珠北路 1室0厅 南,越秀,西门口,28.0,南,1室0厅1卫,2200
合租·六运小区 5居室 西南/西卧,天河,天河南,30.0,西,5室0厅1卫,3480
整租·萝岗万达广场 1室0厅 东,黄埔,科学城,48.0,东,1室0厅1卫,2200
合租·壹诚大厦 2居室 东南卧,荔湾,东塱,28.0,东,2室2厅2卫,1400
整租·海珠北路 1室0厅 东南,越秀,西门口,30.0,东,1室0厅1卫,2400
整租·富力千禧花园 2室1厅 南,海珠,中大,76.0,南,2室1厅1卫,6000
整租·会展世界城 3室1厅 南/北,海珠,琶洲东,90.0,南,3室1厅1卫,6000
整租·中海联同福睿府 1室0厅 南,海珠,宝岗,12.0,南,1室0厅0卫,1100
整租·保利心语 3室1厅 北,天河,珠江新城中,110.0,北,3室1厅2卫,14000
整租·隽峰苑 2室2厅 北,天河,珠江新城中,64.0,北,2室2厅1卫,5300
整租·庙前西街 3室2厅 南,越秀,东山口,200.0,南,3室2厅2卫,9450
整租·海怡居 1室1厅 东南,天河,东圃,45.0,东,1室1厅1卫,2000
整租·富力广场D区 1室0厅 东南,荔湾,中山八,12.0,东,1室0厅0卫,1200
整租·公园前路 3室2厅 南,花都,旧区,85.0,南,3室2厅1卫,900
整租·耀胜新世界广场 5室1厅 南,番禺,汉溪长隆,114.0,南,5室1厅2卫,9900
整租·康湖山庄 3室2厅 南,天河,员村,100.0,南,3室2厅1卫,3300
整租·冼村三期回迁房 3室2厅 东,天河,珠江新城中,110.0,东,3室2厅1卫,12300
整租·创基丽江国际 4室2厅 东南,增城,增城区府,147.08,东,4室2厅2卫,3500
整租·消防局宿舍 3室1厅 南,天河,五山,80.0,南,3室1厅1卫,3900
整租·黄华路 3室1厅 南,越秀,建设路,71.0,南,3室1厅1卫,4700
整租·保利葛洲坝海德公馆 3室2厅 东南,荔湾,广钢新城,125.0,东,3室2厅2卫,6300
整租·怡雅苑(海珠) 1室1厅 南,海珠,宝岗,40.0,南,1室1厅1卫,2200
整租·邦华星际广场二期 3室1厅 北,荔湾,龙溪,54.0,北,3室1厅2卫,3060
整租·雪域澜庭A2区 3室1厅 南,花都,花城街,98.0,南,3室1厅1卫,2800
整租·明月一路 3室1厅 东南,越秀,五羊新城,120.0,东,3室1厅2卫,6300
整租·锦绣银湾 3室2厅 东南,番禺,大石,138.0,东,3室2厅2卫,5000
整租·龙津西路 1室1厅 南,荔湾,西关,40.09,南,1室1厅1卫,1680
整租·敏捷海大大厦 2室1厅 复式 南/北,番禺,万博,65.0,南,2室1厅1卫,3700
整租·颐和山庄 0室0厅 西南,白云,南湖,11.17,西,,700
整租·嘉裕中心 1室1厅 南,天河,珠江新城中,69.0,南,1室1厅1卫,12000
整租·星汇湾花园 2室1厅 东北,海珠,工业大道中,52.0,东,2室1厅2卫,4800
整租·敏捷绿湖首府二期 3室2厅 南,增城,石滩镇,109.79,南,3室2厅2卫,1200
整租·邮通小区 3室2厅 南,天河,华景新城,110.0,南,3室2厅2卫,5500
整租·广州星河湾星苑 4室2厅 南/北,番禺,星河湾,193.0,南,4室2厅3卫,8500
整租·广州足球公园 2室1厅 南,番禺,钟村,67.0,南,2室1厅2卫,3500
整租·保利拾光年 4室2厅 南,黄埔,知识城,99.41,南,4室2厅2卫,2900
整租·奥园越时代 1室1厅 东南,番禺,广州南站,60.0,东,1室1厅1卫,1900
整租·粤海广场 2室2厅 南,番禺,万博,105.0,南,2室2厅1卫,10000
整租·正佳万豪金殿 1室1厅 南,天河,天河南,71.0,南,1室1厅1卫,7200
整租·万科东荟城 1室0厅 南,黄埔,香雪,40.0,南,1室0厅1卫,1600
title,area,detailplace,square,position,roomtype,price
整租·领南星河荣誉 5室2厅 南,南沙,南沙港,128.0,南,5室2厅3卫,2600
整租·东海花园 3室2厅 南,番禺,厦滘,92.1,南,3室2厅1卫,4600
